text,label
"Healing yang paling ideal adalah ""ketiban"" duit banyak, jajanin ortu, dan travelling keliling Indonesia.",jaksel
"Lagi rame, gaslighting",jaksel
Kondangan sendiri Makan ayce sendiri Jalan-jalan sendiri Staycation sendiri Ngopi sendiri Tinggal nonton bioskop sendiri aja belum,jaksel
Rekomendasi film horror dong bestie,jaksel
"manifesting menang cipar, disponsori kantor ke bali",jaksel
"Ya Allah, aku masih nunggu kiriman blacktuxedo kitten yg sehat lincah aktif bisa makan minum pup sendiri dan clingy ya. Doa spesifik",jaksel
"Page 365 of 365 Bisa jadi tahun yg baik, tapi tetep harus di syukuri. Banyak cobaan bgt, mulai positive covid, kuliah semester akhir, proposal dan skripsi yg luar biasa buat puyeng, nangis"" tiap malem karna overthinking terus""an. Tapi gapapa, tetep d syukuri sj. Makasih ya, 2021",jaksel
"Kalo emg aku salah, harusnya dia tuh bilang gitu apa salah aku, supaya aku gak overthinking dan berpikiran kemana-kemana.",jaksel
"actually showering cost 5min, else inc desire cost an hour",jaksel
"I don't know if this will be my goal in life or just typing, but I will enjoy the world while get rich or die tryin",jaksel
"Oyasuminasai .. AyuChan ... Selamat beristirahat .. .. Jaga kesehatan selalu .. Jangan lupa sempatkan olahraga atau Yoga di weekend , agar badan kamu sehat .. Dan .. Please ... Besok amp hari Minggu tetep usahain ONLINE yaa di Twitter",jaksel
Our 1 may not even be billionaires...,jaksel
Pulang kampung sambil liburan trip2022 padarisland labuanbajo floresntt happyday mytripmyadvanture Healing,jaksel
I hate to be relatable but-- yeah,jaksel
"Akhirnya ""nonton film"" disela nugas.. gak berani pdahal takut kedistract nagih, tapi grgr spoiler jadi kepo haha 90100 laaa buat Kale",jaksel
Apa hukumnya buat doi yang udh peka sama kodean kita tapi tetep bodoamat. Perlu dijadiin opor buat lebaran kah bestie?,jaksel
Did you really even come to Bali if you didnt take a million photos in your private villas pool? No? Just me then? perth altgirls pawg milf bali seminyak travel balibirahi privatevilla balilife poolside,jaksel
"Oh right, so is the band called MAS 0094 or ONEWE? Is the fandom lvers or Weve then? No wonder even the fandom name is about to get stolen Rather than fight for own fandom name, you choose to fight your brother group. Right we r family after all s",jaksel
terimakasih kepada seluruh pihak yg telah ikut menyukseskan healing Juli sebelum plp,jaksel
"whatever you do, thank you",jaksel
Gagal staycation di Jogja. Gara² aturan libur yang mencla mencle,jaksel
Yang dibutuhkan saat long weekend sekarang healing sama bestie di Bobocabin,jaksel
Pengen muntah langsungan overthinking,jaksel
"Bestie rasa dulur gendeng moro-moro telpon suarane pelat karo nanges. Enakno slur miber e, ojok balek sebelom 4D karo ketemu Budha",jaksel
"When the time comes, I want you to be my wife. walking with you in the heat and rain, running around and laugh",jaksel
Org2 mba somehow muka2nya setipe gt deh. Rapih2,jaksel
"dlm hati said enak ya jadi mereka bisa jalan kemana mana,bisa havefun,bisa ngerasaain healing. tapi badan ini maunya rebahan mulu",jaksel
I'm not surprised actually Seoho is just being SEOHO,jaksel
"The Pygmalion effect, or Rosenthal effect, is a psychological phenomenon in which high expectations lead to improved performance in a given area. The effect is named for the Greek myth of Pygmalion, the sculptor who fell so much in love with the perfectly beautiful statue",jaksel
Kelapa Muda Healing,jaksel
"I randomly take my own poison, while I never knew that I choose it randomly too because my mind is too noisy to bear. Here I am, floundering like a nearly dead fish in the middle of dry vast lake AddMyBeer",jaksel
Kita bukan bestie,jaksel
"Disini mah, dibawah jam 11 malem udah ngantuk dan udah tidur. Coba kalo dijogja jam segitu masih kuat melek sampe jam 1. Faedah bgt sekalian healing kalo pulkam tuh",jaksel
"Udah pernah ngerasain Nyeterika sambil Overthinking belum? Kalo belum, cobain deh... Rasanya, Aaaahhhh, Mantap!!!!! Wkwkwk",jaksel
Cek Shira Media - Self- Healing By Thought Force - William Atkinson dengan harga Rp28.080. Dapatkan di Shopee sekarang!,jaksel
"SUMPAHHH GARCIA SIAPA JI INI ASLI SI OVERTHINKING BERLEBIHAN MALAM INI,garcia siapa sihhh kenapa ada apa aduhhhh mantan apa keluarga apa org jahat apa yg menghancurkan karir ji apa gimanaaaa deg deg an njirrr.",jaksel
4th bersama bestie..,jaksel
"And now 2021 has officially left us, while 2022 has officially come.",jaksel
Nunggu ayam panggang Klaten datang. Literally!,jaksel
"I am in the whitelist competition! 1.4 million BabyDoge holders and only 10,000 NFTs! This could be the next viral NFT, while 1 entry will win 50k USDT! Plus it helps SaveDogs Enter at",jaksel
bertemu mantan yg sudah menjadi bestie,jaksel
"Not even a real touch, just touch screen with fake promised and future. At the end, you only hv her grandmother as the only choice. Even idiots in USA could married better wmn without obligations to understanding forever",jaksel
Overthinking nggk jelas berkedok insomnia,jaksel
"Lagi asik2 ig an, tiba2 ada pop up sms, wis panik kok moro2 paketane habis, overthinking, pas dibuka penuh ternyitii hmm",jaksel
Paling males kalau naik taksi online kepo banget drivernya nanya-nanya kerja lah apalah.,jaksel
No one Literally no one Mama Kok tadi Mama ga liat Malkis ya. Kan belum nggendong sebelum pergi.,jaksel
"Yang pernah ghosthing in guabersyukur deh lu pada masih hidup tenang, kagak gua spill kelakuan lu yg ghosting ke guaGausah sok kecakepan lo, muka juga mulus gua drpada lo. untung2 an lu gua nerima lu apa adanya, gua baper sama lo, nerima segala kekurangan lo",jaksel
"pulang dari tongkrongan happy, pass di tempat tidur kok jadi overthinking",jaksel
Banyak tanya purwokerto mana?? Aku sambil diem bilang entahlah bla bla Malas banget kepo purwokerto mana,jaksel
Kalo lagi sakit tingkat ke-clingy-an naik secara eksponensial seperti gerak lurus berubah beraturan,jaksel
"Kalau doimu g bales chat ya jangan di ganggu dulu, langsung nangis dan overthinking aja coz udah rutinitas lu",jaksel
Spill aja kak,jaksel
Happy dl kita bareng bestie putih abu2 Req tkt kehilangan,jaksel
"Admin bewoknya gemoy banget, pengen deh dijadiin crush nya.",jaksel
"Spartan.. Pantauan pengawasan Buffer Zone, RDT Antigen Gratis Angkutan Logistik dan Validasi Dokumen Persyaratan Perjalanan via ASDP Ketapang dan Pelabuhan Tanjungwangi. The Check Point Terminal Sritanjung",jaksel
ngapain nih?spill the tea!,jaksel
Clingy bet njirr,jaksel
"Built in 1962, SARINAH is the first modern department store in Indonesia which has been supporting local goods since its first operation in 1966 sarinah thamrin jakarta indonesia Sarinah Store Thamrin",jaksel
"asmara hancur,jadi cagur,diajak healing selalu meluncur,padahal nganggur,move mah enggak tolol emng-_-2022hancur",jaksel
I really love to see some of the audience were so doubtful and even woo them down because of using English. But these fellas prove them wrong! Hell yeah!,jaksel
Which is really fun and I really feel really happy and excited because of all K-Pop It's what always cheers me up but I don't know with myself what else I've been up to lately but I have to be happy because it's Halloween which I like and I like and what I'm waiting for,jaksel
Mari kita jalan-jalan dulu bestie tapi gak boleh ada yang ikut ya ngueeenngggg StaySelcaDay StayBeautiful LeeKnow 리노 StrayKids 스트레이키즈,jaksel
Sabtu malam. Tak nonton rose karo jack pacaran ae Healing selfreward MalamMinggu Titanic,jaksel
"Jam jam segini tuh, jam jam overthinking anj",jaksel
"Manifest this May with life full of hahahihi, kerjaan lancar, banyak waktu selo buat healing, tapi isi dompet tetep kejaga amin!",jaksel
"my friend gave another challenge, just like when I answered Manuela back then. This time it was Barry. and again, what I made again amazed my friends. even if there is another challenge, hopefully I can do it. residentevil residentevilstory",jaksel
"Now i know trust issues is real, and it hurt so bad",jaksel
Akankah burnout genshin wkwk,jaksel
Croffle ovomaltine es cream coklat Jujurly endulita,jaksel
Cape overthinking,jaksel
"CARATs, our maknae is now at 11th place! Keep voting for him consistently, lets enter top 10 or even more before the poll ended 디노 세븐틴",jaksel
Healing kok mam boncabe,jaksel
Hobi pram 2021 deeptalk sama orang.,jaksel
"H-1 mulai gelisah, mager, dan overthinking",jaksel
Not having anxiety,jaksel
Honestly... Aespa visual is average..,jaksel
Sesekali bolehlah narsis mengagumi diri sendiri. me myself happymom behappy begrateful beblessed Pamulang Tangsel,jaksel
Disaat ini gw dah ga mikir siapapun lol. Yg gw pikir cmn. Im near numb. i can still feel the hurt. But not as bad as before even though this one supposed to hurt me more. Im near numb.,jaksel
Overthinking yaa? Yaa iyalahhh,jaksel
Baru saja mengirim video Zona Santuy,jaksel
"Diri ini mudah mood swing skali apa aja yg sedih bisa teikut nangis, hbs itu ketawa lagi",jaksel
"denial itu boleh, tapi kalau kamu merasa ada kepastian, kenapa nggak?",jaksel
Self healing,jaksel
"Yahene og overthinking yahene i madang brouu, lawuhe ro gule le gawe mamak mau awan jozzzz bingits",jaksel
"Untuk diriku di tahun 2020 Terimakasih sudah bertahan sejauh ini, kamu pantas bahagia, kamu pantas mendapatkan cinta, kamu pantas memiliki teman, kamu pantas memilih dengan siapa kamu dapat bahagia. Jangan overthinking, jangan egois, jangan gengsi untuk bilang maaf,",jaksel
"2021 - Happy, hurting, healing at the same time",jaksel
Meditasi malam ini enak banget. Semua beban rasanya nguap aja. Semoga diberkati usaha healing ini Suwun Gusti Yesus,jaksel
Overthinking sama diri sendiri,jaksel
Even connor still learned despite being the wealthiest athlete in the world kurakuradalamtempurung,jaksel
I have a crush on you faithfully But then it crashed me,jaksel
"Org-org suka pada pengen bgt me time kmn-mna s e n d i r i actually bnr-bnr sendiri weh kitu, naha aku mh teu bisa kmn-mna sendiri. Gatau knp, ke alfa depan perempatan aja di anter yg nganter nya lengkap 2 bodyguard.",jaksel
its almost like the bitches that actually like girls be hiding,jaksel
THIS..... zara are actually 18 how can he..... Ah dahlah,jaksel
the way i overuse the Jujurly term today is concerning,jaksel
"Duh, deep ya Thanks for your attention bestie. terharu",jaksel
Nama Nn.D Hobi Ngajak overthinking bareng,jaksel
Even the Homecoming Queen cries...,jaksel
"God, i am thanking you before it even happens. Grateful",jaksel
Sold all my BTC for ETH and some altcoins under ethereum network a while ago. So far so good.,jaksel
"Waiting on mas-mas laundry yg lagi pergi beli makan. Literally.. Pictured here, le me who haven't taken a shower in 2 days",jaksel
Jam jamnya overthinking..,jaksel
"happy friday uda lama ga foto portfolio some picts are excited for weekend even you just sleep at home. igers igdaily friday editorial Medan, Indonesia",jaksel
SELF HEALING!Semua akan berpaling ..Semua akan me-refund ke diri masing-masing ..Mengalir bukan tujuan diri ..Tetapi Untuk Melihat Situasi dan kondisi ..Dan mengambil cara yang relevan ..Agar tidak terpatahkan ..,jaksel
"Your project is very good,the whitepaper is also very clear, i hope your project can be successful and successful in the future. I also hope the community can grow even bigger than now.. MUSK BSC Binancechain",jaksel
"Even it's just one person who watch my premiere, im still thankful for that",jaksel
"tetap tenang tetap santuy bismillah wa pasti bisa kan uda tau konsequensi nya harus siap melewatinyaa, aaa anjir gugup jua meeting ama PT.Pama persada",jaksel
"Happy new year, I hope this year begins with blessings and goodness, honestly it's been quite painful and tiring for the past 2 years. And for the men I've idolized for the past 5 years, stay happy and thank you for sticking with us Bangtan amp Army until now. btsv",jaksel
Tester tester bikin lonsay buat sarapan besok. Jadi besok pagi bisa santuy. Biar khusuk nonton si rona sama vicenzo,jaksel
See the different between jogging listen the music and watch reels.. I lost 0.5 km in track while I'm watching reels..,jaksel
"I know it's too much, but honestly I'm happy ..",jaksel
Kenapa si overthinking mulu capek tau gak,jaksel
"MEIS itu asik banget tempat nya ada pantai. Ada mall tempat makan solaria, Starbucks, dll Bisa healing di ancol pula Kalo bosen main ke dufan enak jg",jaksel
"Pagi duduk di roof top rumah, merajut, sambil denger cicitan burung. Healing murah meriah.",jaksel
Which is the most difficult task?Controlling flocks of sheep Or a swarm of humans,jaksel
"menarik, siapa yg akan keluar? darren or martin? honestly i'd like to see martin stay in rush green",jaksel
"Soswit bgt ketika tae seriing bgt bilang ""jimin ah, saranghae"" ke jimin terus jimin jugaa ""my love"" aghhhhhh the real soulmate. Need vmin in my life for my bestie",jaksel
Healing kecil-kecilan,jaksel
365365Terima Kasih 2021 udah kasih banyak pelajaran dan Puji Tuhan 2021 udah terUpgrade..Makasih buat setiap orang dihidup gue yang pernah kutulis dilembar buku 2021 ini.. setiap Kisah Senang dan Sedih! whatever that is THANK YOU!See You on 2022! My New Journey has started!,jaksel
Having toxic relationship with my trust issues,jaksel
"Sama ma, aku juga kepo mama akan berbesan dengan siapa",jaksel
"Sebelumnya ada rencana raker di luar kota, ternyata batal. Dan siang ini beneran fathan minta staycation tak terduga, tapi di rs. Cepet sembuh nak. Moga segera sehat, nggak demam lagi, bisa dan mau makan dengan lahap",jaksel
"Setelah banyak sharing dg apipol, kami menyimpulkan bahwa merantau adalah healing yg tepat untuk mententramkan fikiran. Menjadi dewasa dan berfikir kompleks ternyata tidak enak. But isokei.",jaksel
How do they keep finding even dumber WH press secretaries?,jaksel
"Aku tiap hari""Hari ini gamau megang laptop, istirahat duli kan masih sakit""While kenyataany ooo tidak tidaaak",jaksel
"Im gonna find someone, someday, who might actually treat me well, this is the big world!!",jaksel
"sunsetz, nothings gonna hurt u baby, crush, sweet",jaksel
"Need around a month to reached 1000K vax, and the target is 180000K vax. So we need 180 months. Die",jaksel
"Saya pernah jadi anak kek gini, jaman saya gay in denial jadinya nyari pelarian dari nafsu seks dengan mendukung fanatik beginian, supaya ""energinya dilampiaskan kesitu"", dan itu terbukti di buku Orwell. Gerakan Fanatik membungkam seksualitas utk diserap energinyaeksploitasi.",jaksel
Memang butuh support system buat confidence lagi,jaksel
Hai. Barangkali temen temen twitter aku berkenan buat bantu follow seminggu kemaren fokus buat nyoba buka usaha thrifting ini dan ya semoga lancar untuk kedepannya.,jaksel
Iya bener sih face genius ini maksudnya memang even when kita mau berusaha kayak mana ya susah ngalahin yang emang dr sononya udah ky cha eun woo.,jaksel
"Until everyones vaccinated, Ill still gonna wear a mask.. even if I already got my 2nd vaccine.",jaksel
Sempet sempetnya overthinking di malam tahun baru,jaksel
But seriously the reason i could wake up at 6 on Sunday is either gym or work and yes i was on my laptop at 6 am while waiting for the dog food to defrost,jaksel
"My heart is like an open highway Like Frankie said, ""I did it my way"" I just want to live while I'm alive It's my life",jaksel
"Both amp are leaders in eco-friendly field, one in blockchain, amp one in racetrack. This collaboration surely will lead to success as more people recognize what Avalanche is all about amp how it different to other blockchains",jaksel
"Ibu gogo ni kalau merasa ga gesek atm, santuy aja bu. Tp saat itu posisi atm kan sm anak ibu. Ya kalau bukan ibu, tanyain anak ibu dong jgn nyumpahin org yg udh ga ada. Wkt orgnya msh ada, diem bae lu bu.",jaksel
Asli pengen bgt deep talk sama u. Ngomongin semua yg gaenak dgn jujur,jaksel
Pen gue spill usn nya ke reva biar tau seberapa bucin doi wkwk,jaksel
"Tiba-tiba Managerku call, jelasin mau ajak staycation bareng temen kantor se Dept total jadi ber3 aja si, lagi 1 orang ga bisa, di Villa daerah Seminyak, check in hari Sabtu tgl 6 Maret. ""Aku butuh liburan, bisa kan ikut? Biar seru"" ""Nggih Pak"" Emang the best punya atasan",jaksel
"Lagian ngepost video cium2 aja udah aneh. Even close friends lu bener2 sahabat lu, ya tetep aja bukan konsumsi publik. Meresahkan dan bikin risih ga sih.",jaksel
Even when he's sitting down the height difference isn't that far imagine standing next to Seoham I'd look like a thumb SemanticError,jaksel
Tadi sesengkukan trs telpon si Dinda. Covid anxiety bikin perasaan hari ini down. Terus dikirimin buku sama Alquran,jaksel
"Somehow seller di marketplace blg masih ada stoknya, pas kita checkout galama di chat klo barangnya ngga ada. Ketika kita ajuin cancel dikata barang ada, bilangnya keselip. Pikirku sengaja biar kita nunggu pol, ga malah ke store lain or cancel. Wdyt?",jaksel
Sapa nih?? Spill doong hahahaha,jaksel
So I found my long lost brother while Im on a shift in a coffee shop,jaksel
Denial banget kerja,jaksel
"These two literally saved MU last night. Kedua pemain ini menyelamatkan MU kemarin malam. Manamas, Nusa Tenggara Timur, Indonesia",jaksel
Wait... Is that even a standard?,jaksel
"mau menu ini , cepat spill cabang mana",jaksel
"Hey mei, dibuka dengan hujan subuh ini, semoga membawa keberkahan. Jangan lupa bersyukur, jangan lagi insecure dan overthinking See u next year, aprilku",jaksel
Literally me,jaksel
"Oke overthinking x loneliness nya kambuh, saat nya tidur drpd mikir yg gak2",jaksel
Overthinking berhadiah turun 2kg.,jaksel
"Nasib acu tidak pernah melewati masa ""bestie""...",jaksel
Whatever happens SelamanyaGaruda,jaksel
"Terkadang manusia masih suka mencari tau yang seharusnya gak perlu diketahui. Masih melihat apa yg seharusnya gak diliat. Singkatnya istilah itu ""KEPO"", ya mau gimana, udah berusaha untuk bodo amat, eh bisa bisanya si otak malah ngelakuin itu, hati cuma bisa bilang sabar ya.",jaksel
"Whatever you might name it for today, the last day of everything, be grateful it's not your last breathe.",jaksel
Good evening to my lovely sweetie baby bestie,jaksel
"Healing terhemat. Tengah malem duduk di teras, bir ,roko, dengerin lagu pamungkas yg i love u but im letting go.",jaksel
Please make it affordable for people around the world as well,jaksel
Ayok spill Me ? Duren,jaksel
probably,jaksel
gw ngasih tau doang dibilang kepo..,jaksel
"When you're swearing and talking in your local language while testing on mic and camera for Zoom meeting and forgot to mute it, then you realize that some students already joined the meeting automatically, it feels like Faaakkkk isin cuuuuuuu",jaksel
"sang anak mana tau, orgtua mikirin tiap detik,menit,waktu,jam demi membiayai sang anak.. eh anaknya malah overthinking buat hal gapenting",jaksel
"Guys, how do we even start? I know, we should start things off with Caramella Americano. A blend of americano, salted caramel syrup and two scoops of vanilla ice cream on top. Available I'll see you thurrr!!",jaksel
"Dark room, cold weather ft good music music Healing",jaksel
Di Dengerin ya Bestie dan Bebsky Disaat mental sedang kacau ini bisa jadi solusi,jaksel
"yah eventually, it doesn't even matter.",jaksel
"Why should anyone love you if you dont do so? Me ... Pain is certain, suffering is optional. Keep going. Find her. Even though, you can't find ur self.",jaksel
"Either way, whatever the circumstances, I will definitely make this dream come true. Even if I am alone, even if I die this time, this voice will fulfill that dream, because this is no longer an illusion for me. wawannash quotes MotivationalQuotes motivation",jaksel
"Perkara minjem duit aja repot ya sist minjemnya buru2, galak pula, giliran diminta krn butuh dr bulan apa sampe skrg ga di read. Duh gusti mana sosmedku sengaja di hidden, gara2 ketauan abis liburan ya hihi pdhl mah kl jujur blm bisa bayar kan santuy",jaksel
7bln ngga samasekali rasanyaaa atulaaah plisss Healing nya murah 17rebu doang tp gabisa dan gaboleh deuh,jaksel
uwes ta? sakmene tok a seng salty?,jaksel
Missing out some beefs and pengangguran ngerujak some stuff on twitter while still being pengangguran is a positive thing because my time well-spent on something else,jaksel
Akhirnya Kerjaan selesai. Mau siap2 bukber ketemu bestie bestie myday Bogor,jaksel
"Sumpah males mandi,males otw,minggu sbnrnya waktu buat healing self sih..",jaksel
healing healing hilang,jaksel
"Kuta,BaliDKPHSuperdeal bali islanddestination staycation kutabeach discoverykartikaplaza travel travelgram instatravel islandofthegods beautifulresort tropicaldream balilife balibible bali baliguide info market kutabeach balidaily infobadung",jaksel
"Jam jam overthinking melanda dengan semena mena lagi.. huh, I'm sorry for putting you in this position",jaksel
I can't help to replay the video over and over again! I can't even hold my laughter!,jaksel
"Anyway, aku jual basreng lho guise. Hmm.. gak langsung makan sih. Kamu kudu motong dulu basreng semi matengnya terserah mau julienne po py. Trus digoreng dengan minyak banyak selama 10 menitan. Sambil diaduk biar mateng merata.Berapa? 15 rebu aja. Prefer COD untuk area Jogja.",jaksel
Dalam 2 jam aku makan 1 donat gedemarugamekokumi. Alhamdulillah and overthinking at the same time,jaksel
Damn..That Mantis Shrimp Surely Very Strong 1 ended lolz,jaksel
"Kenapa ya healing aku tuh ""beres-beres rumah"", tiap lg bt atau ngambek, pelariannya lebih ke beresin rumah sampe rapiiiii dan bersiiiih gada yg kelewat. Abis beres2 bawaannya plong",jaksel
"New Year is not a party event, because the most important thing is corecting and evaluating mistakes to be even better in the cooming year. Thankyou 2020. Welcome 2021",jaksel
Even when you dont really meant it.,jaksel
self healing self healing silit po,jaksel
"Tiap kali mau ngetik atau ngirim WA ke mas crush, bawaanya begini. Overthinking. Trus, gajadi ngirim.",jaksel
Paling bener emang pulang adalah healing terbaik,jaksel
"Drama, jadi overthinking",jaksel
"If only all problems could be solved just by apologizing, surely everyone would do it",jaksel
Jgn lupa tdr jgn overthinking mulu ntr mti,jaksel
"Best crush udah mau punya anak laki """,jaksel
Bersama dukung TNIPolri untuk mengamankan even KTT G20 yang sangat baik untuk Indonesia G20Indonesia RecoverTogetherRecoverStronger G20Indonesia2022 GroupOfTwentyIndonesia Kalimantan Barat maju,jaksel
"Its been a while since last time i watched football, last yesr maybe",jaksel
Pengen staycation lagi deh,jaksel
"Good photo, good mood. Healing.",jaksel
Enak yah bro nyender santuy gitu Taris bali Beach Bar,jaksel
"Makanya kalo udah ada tanda red flag itu langsung kabur. Jgn danial dia pasti bakal berubah kalo udah berkeluarga, udah punya anak kalo bandel mah bandel aja, sesungguhnya gak ada perempuan yg bisa ngerubah laki-laki",jaksel
"Lagi gak deket ma siapa², tp ada crush, tp skrg doi udah slow respon dan gk pernah chat lg. Apakah ini tanda waktunya push rank lg sampek mampooss Gass..",jaksel
Tadi tidur sore smape abis magrib dan sekarang gak bsa tidur malah keinget masa2 buruk kemarin. Anxiety,jaksel
Is it even real?,jaksel
Prnh fto berdua sma crush ga,jaksel
which ones do you prefer bash or zsh?,jaksel
Kenapa sih orangtua muda sekarang selalu kasih balitanya main hp? Even they did not raised that way.,jaksel
Walaupun ketrigger tapi tetap santuy,jaksel
Literally pemersatu bangsa,jaksel
"Waktu terus kedepan...jaga yg baik dibelakang and for we hope even better a head..manalah mungkin ada waktu yg tak indah?sedangkan penciptanya maha indah ?manalah ada waktu yg tak baik? Sedangkan qt sll bersama dgn yg maha baik.. Trimakasih amazing 2021, Bismillaah awesome 2022",jaksel
Harusnya Lesti spill di Twitter dulu bikin thread,jaksel
Flexing tapi nutupin rezeki wkwk,jaksel
"Terrorist is clearly has no Religion! It's so sad about what continues to happen in France. But as a Leader, He just spreads Hate not even a solution! presidenprancis franceattack",jaksel
Banyak tanya nnti dikira kepo lagi.,jaksel
"end of 2020, not on vacation, unlike last year, Eid I returned home to West Java and last Christmas I returned home to West Java as it was during Eid, Eid this year, I did not come home to my home in West Java Even at Christmas I couldn't meet my parents. Covid19 was the answer.",jaksel
When u cancelling 1000 islands 4 staycation,jaksel
ghibahin hutang negara sama si bestie fina aulia eak,jaksel
"pain changes people, it makes them trust less, overthinking more and shout people out",jaksel
